SensorId; TimeStamp (s); FrameNumber; AccX (g); AccY (g); AccZ (g); GyroX (deg/s); GyroY (deg/s); GyroZ (deg/s); MagX (uT); MagY (uT); MagZ (uT); EulerX (deg); EulerY (deg); EulerZ (deg); QuatW; QuatX; QuatY; QuatZ; LinAccX (g); LinAccY (g); LinAccZ (g)
1.0000;2.7700;277.0000;0.0023;-0.1253;-1.2082;-14.3480;-209.5186;-21.7448;0.0000;0.0000;0.0000;2.3349;-13.8891;-51.2770;1.0000;0.0000;0.0000;0.0000;-0.2282;0.0849;0.2349
1.0000;2.7800;278.0000;-0.1455;-0.0533;-1.2378;-33.4449;-284.4486;-16.3572;0.0000;0.0000;0.0000;2.0748;-16.7251;-51.5605;1.0000;0.0000;0.0000;0.0000;-0.1230;0.0164;0.2753
1.0000;2.7900;279.0000;-0.2558;-0.0173;-0.9393;-55.1526;-350.3246;-14.7508;0.0000;0.0000;0.0000;1.6102;-20.2216;-51.8351;1.0000;0.0000;0.0000;0.0000;-0.0678;-0.0124;-0.0063
1.0000;2.8000;280.0000;-0.3302;-0.0212;-0.6398;-62.3262;-367.0521;-14.0552;0.0000;0.0000;0.0000;1.0784;-23.8904;-52.0796;1.0000;0.0000;0.0000;0.0000;-0.0526;0.0006;-0.2837
1.0000;2.8100;281.0000;-0.3848;-0.0107;-0.3492;-60.2176;-358.0730;-10.5803;0.0000;0.0000;0.0000;0.5511;-27.4691;-52.2530;1.0000;0.0000;0.0000;0.0000;-0.0558;-0.0010;-0.5483
1.0000;2.8200;282.0000;-0.4056;-0.0065;-0.0211;-48.6017;-328.8995;-3.9739;0.0000;0.0000;0.0000;0.0972;-30.7577;-52.3200;1.0000;0.0000;0.0000;0.0000;-0.0876;0.0024;-0.8487
1.0000;2.8300;283.0000;-0.3757;0.0008;0.3102;-59.7658;-267.3667;5.3228;0.0000;0.0000;0.0000;-0.5402;-33.4311;-52.2462;1.0000;0.0000;0.0000;0.0000;-0.1613;0.0034;-1.1536
1.0000;2.8400;284.0000;-0.3101;0.0157;0.5990;-65.2283;-180.8486;15.9642;0.0000;0.0000;0.0000;-1.3216;-35.2366;-52.0184;1.0000;0.0000;0.0000;0.0000;-0.2582;-0.0011;-1.4216
1.0000;2.8500;285.0000;-0.2702;0.0330;0.7724;-67.0042;-72.1132;26.0174;0.0000;0.0000;0.0000;-2.1989;-35.9918;-51.6660;1.0000;0.0000;0.0000;0.0000;-0.3145;-0.0067;-1.5832
1.0000;2.8600;286.0000;-0.2189;0.0968;0.4189;-63.8021;28.5266;34.9168;0.0000;0.0000;0.0000;-3.0791;-35.6907;-51.2530;1.0000;0.0000;0.0000;0.0000;-0.3671;-0.0579;-1.2282
1.0000;2.8700;287.0000;-0.2079;0.1691;-0.0083;-52.8257;95.8536;38.3586;0.0000;0.0000;0.0000;-3.8367;-34.7108;-50.8558;1.0000;0.0000;0.0000;0.0000;-0.3672;-0.1182;-0.8082
1.0000;2.8800;288.0000;-0.2785;0.1926;-0.3180;-44.7170;114.7279;33.4596;0.0000;0.0000;0.0000;-4.4538;-33.5423;-50.5530;1.0000;0.0000;0.0000;0.0000;-0.2804;-0.1313;-0.5089
1.0000;2.8900;289.0000;-0.3474;0.1668;-0.4437;-39.2866;118.3300;29.7433;0.0000;0.0000;0.0000;-4.9758;-32.3386;-50.3157;1.0000;0.0000;0.0000;0.0000;-0.1942;-0.0968;-0.3940
1.0000;2.9000;290.0000;-0.4134;0.1816;-0.5603;-46.3038;123.1906;31.6364;0.0000;0.0000;0.0000;-5.5710;-31.0842;-50.0728;1.0000;0.0000;0.0000;0.0000;-0.1099;-0.1023;-0.2881
1.0000;2.9100;291.0000;-0.4474;0.2324;-0.6672;-48.3068;126.0835;31.6950;0.0000;0.0000;0.0000;-6.1637;-29.7976;-49.8567;1.0000;0.0000;0.0000;0.0000;-0.0568;-0.1430;-0.1917
1.0000;2.9200;292.0000;-0.4607;0.2292;-0.7637;-41.5949;129.6599;27.4727;0.0000;0.0000;0.0000;-6.6512;-28.4784;-49.7101;1.0000;0.0000;0.0000;0.0000;-0.0237;-0.1304;-0.1055
1.0000;2.9300;293.0000;-0.4107;0.2340;-0.8738;-27.9240;136.3776;21.6449;0.0000;0.0000;0.0000;-6.9585;-27.0986;-49.6501;1.0000;0.0000;0.0000;0.0000;-0.0529;-0.1282;-0.0059
1.0000;2.9400;294.0000;-0.2468;0.2662;-0.9914;-17.1207;142.1989;9.9793;0.0000;0.0000;0.0000;-7.0928;-25.6752;-49.7338;1.0000;0.0000;0.0000;0.0000;-0.1949;-0.1561;0.1010
1.0000;2.9500;295.0000;-0.1527;0.2049;-1.0850;-8.0438;143.9553;-8.3277;0.0000;0.0000;0.0000;-7.0527;-24.2409;-50.0200;1.0000;0.0000;0.0000;0.0000;-0.2665;-0.0929;0.1840
1.0000;2.9600;296.0000;-0.0431;0.0340;-1.1392;-0.9105;134.6306;-18.3769;0.0000;0.0000;0.0000;-6.9107;-22.9269;-50.3977;1.0000;0.0000;0.0000;0.0000;-0.3542;0.0773;0.2283
1.0000;2.9700;297.0000;-0.0932;-0.1019;-1.0591;11.3148;126.0462;-8.8457;0.0000;0.0000;0.0000;-6.6998;-21.6859;-50.6543;1.0000;0.0000;0.0000;0.0000;-0.2838;0.2113;0.1394
1.0000;2.9800;298.0000;-0.2563;-0.1773;-1.0364;27.7445;130.9258;15.2995;0.0000;0.0000;0.0000;-6.4226;-20.3679;-50.6520;1.0000;0.0000;0.0000;0.0000;-0.1000;0.2836;0.1081
1.0000;2.9900;299.0000;-0.3856;-0.0466;-1.1191;39.9218;141.9794;44.4869;0.0000;0.0000;0.0000;-6.1254;-18.9081;-50.3474;1.0000;0.0000;0.0000;0.0000;0.0524;0.1491;0.1818
1.0000;3.0000;300.0000;-0.4739;0.2391;-1.2918;46.3415;143.2595;55.2904;0.0000;0.0000;0.0000;-5.7967;-17.4270;-49.9238;1.0000;0.0000;0.0000;0.0000;0.1653;-0.1409;0.3457
1.0000;3.0100;301.0000;-0.5884;0.4525;-1.4254;50.4630;132.0562;40.4610;0.0000;0.0000;0.0000;-5.3749;-16.0732;-49.6376;1.0000;0.0000;0.0000;0.0000;0.3032;-0.3601;0.4714
1.0000;3.0200;302.0000;-0.5569;0.4626;-1.5343;45.8802;112.6639;11.4674;0.0000;0.0000;0.0000;-4.9201;-14.9406;-49.6240;1.0000;0.0000;0.0000;0.0000;0.2922;-0.3770;0.5738
1.0000;3.0300;303.0000;-0.3472;0.2839;-1.5331;35.5620;84.1071;-14.9742;0.0000;0.0000;0.0000;-4.5083;-14.1146;-49.8496;1.0000;0.0000;0.0000;0.0000;0.0987;-0.2053;0.5677
1.0000;3.0400;304.0000;-0.2385;0.0757;-1.3799;21.6138;56.0269;-28.7489;0.0000;0.0000;0.0000;-4.2111;-13.5777;-50.1887;1.0000;0.0000;0.0000;0.0000;0.0005;-0.0026;0.4114
1.0000;3.0500;305.0000;-0.1828;-0.0421;-1.2647;21.8939;61.4631;-26.7983;0.0000;0.0000;0.0000;-3.9132;-12.9788;-50.5103;1.0000;0.0000;0.0000;0.0000;-0.0459;0.1105;0.2936
1.0000;3.0600;306.0000;-0.1819;-0.0357;-1.3567;35.4720;86.9038;-26.0346;0.0000;0.0000;0.0000;-3.4881;-12.1284;-50.8340;1.0000;0.0000;0.0000;0.0000;-0.0341;0.0981;0.3823
1.0000;3.0700;307.0000;-0.2037;-0.0641;-1.5939;57.1885;113.9923;-35.6931;0.0000;0.0000;0.0000;-2.8304;-11.0099;-51.2621;1.0000;0.0000;0.0000;0.0000;0.0052;0.1170;0.6152
1.0000;3.0800;308.0000;-0.2622;-0.1713;-1.9180;74.0987;126.0328;-45.8726;0.0000;0.0000;0.0000;-1.9957;-9.7701;-51.7822;1.0000;0.0000;0.0000;0.0000;0.0845;0.2111;0.9347
1.0000;3.0900;309.0000;-0.3059;-0.2933;-2.1987;81.0320;105.6983;-42.0149;0.0000;0.0000;0.0000;-1.1123;-8.7250;-52.2372;1.0000;0.0000;0.0000;0.0000;0.1480;0.3181;1.2116
1.0000;3.1000;310.0000;-0.3458;-0.3507;-2.3046;72.7168;51.0572;-19.9309;0.0000;0.0000;0.0000;-0.3532;-8.2174;-52.4463;1.0000;0.0000;0.0000;0.0000;0.2005;0.3614;1.3153
1.0000;3.1100;311.0000;-0.3226;-0.2568;-2.1488;52.1504;-15.1092;8.5369;0.0000;0.0000;0.0000;0.1559;-8.3686;-52.3602;1.0000;0.0000;0.0000;0.0000;0.1789;0.2570;1.1592
1.0000;3.1200;312.0000;-0.2298;-0.0604;-1.8055;30.2358;-75.2770;22.9525;0.0000;0.0000;0.0000;0.4238;-9.1226;-52.1324;1.0000;0.0000;0.0000;0.0000;0.0771;0.0545;0.8173
1.0000;3.1300;313.0000;-0.0595;0.0583;-1.2625;18.3344;-113.3577;12.3073;0.0000;0.0000;0.0000;0.5882;-10.2572;-52.0179;1.0000;0.0000;0.0000;0.0000;-0.1111;-0.0674;0.2772
1.0000;3.1400;314.0000;-0.0005;-0.0158;-0.8107;15.8504;-112.4437;-1.7734;0.0000;0.0000;0.0000;0.7527;-11.3813;-52.0493;1.0000;0.0000;0.0000;0.0000;-0.1898;0.0040;-0.1709
1.0000;3.1500;315.0000;-0.0636;-0.1077;-0.4947;21.3327;-85.7462;-2.4182;0.0000;0.0000;0.0000;0.9820;-12.2387;-52.0904;1.0000;0.0000;0.0000;0.0000;-0.1433;0.0926;-0.4836
1.0000;3.1600;316.0000;-0.1629;-0.1344;-0.3750;33.0503;-41.2821;5.9072;0.0000;0.0000;0.0000;1.3011;-12.6527;-52.0380;1.0000;0.0000;0.0000;0.0000;-0.0542;0.1144;-0.6010
1.0000;3.1700;317.0000;-0.2565;-0.0865;-0.5242;38.9661;3.7745;15.8330;0.0000;0.0000;0.0000;1.6550;-12.6190;-51.8747;1.0000;0.0000;0.0000;0.0000;0.0373;0.0606;-0.4512
1.0000;3.1800;318.0000;-0.3059;0.0011;-0.7634;41.2394;21.1665;19.2476;0.0000;0.0000;0.0000;2.0231;-12.4137;-51.6706;1.0000;0.0000;0.0000;0.0000;0.0896;-0.0333;-0.2124
1.0000;3.1900;319.0000;-0.3524;0.0104;-0.9103;37.0820;13.7864;15.2042;0.0000;0.0000;0.0000;2.3596;-12.2817;-51.5098;1.0000;0.0000;0.0000;0.0000;0.1391;-0.0485;-0.0659
1.0000;3.2000;320.0000;-0.3883;-0.0470;-0.9322;29.5409;-4.4990;14.5209;0.0000;0.0000;0.0000;2.6267;-12.3629;-51.3649;1.0000;0.0000;0.0000;0.0000;0.1752;0.0038;-0.0438
1.0000;3.2100;321.0000;-0.3718;-0.0660;-0.8855;21.3849;-21.8074;18.3365;0.0000;0.0000;0.0000;2.8023;-12.5895;-51.1880;1.0000;0.0000;0.0000;0.0000;0.1554;0.0193;-0.0897
1.0000;3.2200;322.0000;-0.2015;-0.0701;-0.8100;14.9022;-28.5357;20.8739;0.0000;0.0000;0.0000;2.9075;-12.8849;-50.9889;1.0000;0.0000;0.0000;0.0000;-0.0196;0.0212;-0.1641
1.0000;3.2300;323.0000;-0.1039;-0.0888;-0.7460;7.0805;-29.0367;18.7063;0.0000;0.0000;0.0000;2.9384;-13.1845;-50.8123;1.0000;0.0000;0.0000;0.0000;-0.1222;0.0390;-0.2269
1.0000;3.2400;324.0000;-0.1060;-0.0147;-0.5851;1.5587;-35.4797;20.7279;0.0000;0.0000;0.0000;2.9092;-13.5494;-50.6182;1.0000;0.0000;0.0000;0.0000;-0.1259;-0.0350;-0.3864
1.0000;3.2500;325.0000;-0.1334;0.0513;-0.4040;-2.3300;-29.4644;19.8664;0.0000;0.0000;0.0000;2.8331;-13.8604;-50.4253;1.0000;0.0000;0.0000;0.0000;-0.1043;-0.0999;-0.5662
1.0000;3.2600;326.0000;-0.2346;0.1471;-0.3018;-2.4670;-9.9221;18.6286;0.0000;0.0000;0.0000;2.7635;-13.9686;-50.2386;1.0000;0.0000;0.0000;0.0000;-0.0064;-0.1943;-0.6676
1.0000;3.2700;327.0000;-0.3145;0.2160;-0.3332;0.9319;17.0308;12.5175;0.0000;0.0000;0.0000;2.7398;-13.8045;-50.1014;1.0000;0.0000;0.0000;0.0000;0.0745;-0.2625;-0.6364
1.0000;3.2800;328.0000;-0.3527;0.1653;-0.5853;3.6887;39.1948;3.1905;0.0000;0.0000;0.0000;2.7644;-13.4145;-50.0493;1.0000;0.0000;0.0000;0.0000;0.1180;-0.2120;-0.3857
1.0000;3.2900;329.0000;-0.3348;0.0341;-0.8663;2.1871;40.9026;-0.7957;0.0000;0.0000;0.0000;2.7834;-13.0056;-50.0371;1.0000;0.0000;0.0000;0.0000;0.1073;-0.0813;-0.1064
1.0000;3.3000;330.0000;-0.2989;-0.0415;-0.9999;-3.0446;17.8635;5.7863;0.0000;0.0000;0.0000;2.7346;-12.8524;-49.9680;1.0000;0.0000;0.0000;0.0000;0.0760;-0.0055;0.0262
1.0000;3.3100;331.0000;-0.2777;0.0143;-0.9030;-5.9028;-9.1494;14.2874;0.0000;0.0000;0.0000;2.6439;-12.9505;-49.8259;1.0000;0.0000;0.0000;0.0000;0.0545;-0.0599;-0.0707
1.0000;3.3200;332.0000;-0.2374;0.1003;-0.7185;-3.1955;-23.6283;16.3410;0.0000;0.0000;0.0000;2.5766;-13.1940;-49.6694;1.0000;0.0000;0.0000;0.0000;0.0108;-0.1444;-0.2545
1.0000;3.3300;333.0000;-0.1090;0.0896;-0.5765;0.5518;-25.1140;13.6352;0.0000;0.0000;0.0000;2.5525;-13.4510;-49.5410;1.0000;0.0000;0.0000;0.0000;-0.1220;-0.1331;-0.3955
1.0000;3.3400;334.0000;0.0156;0.0723;-0.4433;-1.4793;-20.3548;15.4836;0.0000;0.0000;0.0000;2.5025;-13.6612;-49.3911;1.0000;0.0000;0.0000;0.0000;-0.2505;-0.1152;-0.5277
1.0000;3.3500;335.0000;0.0140;0.1104;-0.3348;-9.3057;-7.3943;17.0796;0.0000;0.0000;0.0000;2.3560;-13.7353;-49.2116;1.0000;0.0000;0.0000;0.0000;-0.2512;-0.1514;-0.6358
1.0000;3.3600;336.0000;-0.0014;0.1213;-0.2750;-10.5761;16.9553;12.9725;0.0000;0.0000;0.0000;2.2170;-13.5711;-49.0713;1.0000;0.0000;0.0000;0.0000;-0.2347;-0.1597;-0.6960
1.0000;3.3700;337.0000;-0.0217;0.0667;-0.3932;-8.5724;46.4692;7.0137;0.0000;0.0000;0.0000;2.1105;-13.1094;-48.9813;1.0000;0.0000;0.0000;0.0000;-0.2083;-0.1032;-0.5793
1.0000;3.3800;338.0000;-0.0166;-0.0277;-0.5959;-6.2387;78.4971;6.7328;0.0000;0.0000;0.0000;2.0265;-12.3273;-48.8833;1.0000;0.0000;0.0000;0.0000;-0.2021;-0.0073;-0.3793
1.0000;3.3900;339.0000;-0.0551;-0.0587;-0.7886;-7.9514;87.5717;13.5804;0.0000;0.0000;0.0000;1.9122;-11.4568;-48.7138;1.0000;0.0000;0.0000;0.0000;-0.1492;0.0253;-0.1897
1.0000;3.4000;340.0000;-0.1015;0.0034;-0.9291;-8.6228;87.9219;17.4600;0.0000;0.0000;0.0000;1.7822;-10.5773;-48.5048;1.0000;0.0000;0.0000;0.0000;-0.0877;-0.0347;-0.0524
1.0000;3.4100;341.0000;-0.0859;-0.0059;-1.0438;-5.3727;88.1127;11.2453;0.0000;0.0000;0.0000;1.7034;-9.7000;-48.3634;1.0000;0.0000;0.0000;0.0000;-0.0883;-0.0238;0.0595
1.0000;3.4200;342.0000;-0.0913;-0.0962;-1.1380;-5.7653;87.2937;9.4731;0.0000;0.0000;0.0000;1.6263;-8.8302;-48.2417;1.0000;0.0000;0.0000;0.0000;-0.0678;0.0676;0.1511
1.0000;3.4300;343.0000;-0.1535;-0.0971;-1.2205;-5.7602;87.0785;18.7100;0.0000;0.0000;0.0000;1.5376;-7.9649;-48.0283;1.0000;0.0000;0.0000;0.0000;0.0093;0.0700;0.2313
1.0000;3.4400;344.0000;-0.1850;0.0090;-1.3344;-4.1993;91.0565;25.7200;0.0000;0.0000;0.0000;1.4586;-7.0613;-47.7450;1.0000;0.0000;0.0000;0.0000;0.0561;-0.0348;0.3431
1.0000;3.4500;345.0000;-0.1899;0.1116;-1.5449;-0.8031;98.9004;18.3337;0.0000;0.0000;0.0000;1.4240;-6.0776;-47.5347;1.0000;0.0000;0.0000;0.0000;0.0775;-0.1364;0.5516
1.0000;3.4600;346.0000;-0.1910;0.0662;-1.8198;8.3981;107.0826;-7.6687;0.0000;0.0000;0.0000;1.5124;-5.0051;-47.5843;1.0000;0.0000;0.0000;0.0000;0.0967;-0.0918;0.8246
1.0000;3.4700;347.0000;-0.1650;-0.1411;-2.1295;18.8494;102.7044;-26.1873;0.0000;0.0000;0.0000;1.7190;-3.9711;-47.8180;1.0000;0.0000;0.0000;0.0000;0.0892;0.1127;1.1328
1.0000;3.4800;348.0000;-0.1920;-0.2984;-2.3418;24.7650;73.7933;-24.1332;0.0000;0.0000;0.0000;1.9803;-3.2258;-48.0359;1.0000;0.0000;0.0000;0.0000;0.1314;0.2656;1.3442
1.0000;3.4900;349.0000;-0.1486;-0.3442;-2.4064;24.1882;25.8765;-11.6717;0.0000;0.0000;0.0000;2.2279;-2.9630;-48.1434;1.0000;0.0000;0.0000;0.0000;0.0959;0.3070;1.4085
1.0000;3.5000;350.0000;-0.0670;-0.3085;-2.2400;20.1351;-26.8271;-1.3239;0.0000;0.0000;0.0000;2.4315;-3.2301;-48.1680;1.0000;0.0000;0.0000;0.0000;0.0131;0.2674;1.2423
1.0000;3.5100;351.0000;-0.0212;-0.2233;-1.8512;17.5301;-66.0040;3.3733;0.0000;0.0000;0.0000;2.6065;-3.8910;-48.1634;1.0000;0.0000;0.0000;0.0000;-0.0420;0.1790;0.8541
1.0000;3.5200;352.0000;0.0364;-0.1699;-1.4345;21.0476;-77.5066;2.3722;0.0000;0.0000;0.0000;2.8180;-4.6663;-48.1763;1.0000;0.0000;0.0000;0.0000;-0.1127;0.1223;0.4386
1.0000;3.5300;353.0000;0.0422;-0.1900;-1.1414;25.5622;-68.5039;4.2255;0.0000;0.0000;0.0000;3.0729;-5.3526;-48.1692;1.0000;0.0000;0.0000;0.0000;-0.1312;0.1383;0.1467
1.0000;3.5400;354.0000;-0.0375;-0.1411;-0.9590;27.8306;-54.9889;15.1190;0.0000;0.0000;0.0000;3.3393;-5.9102;-48.0484;1.0000;0.0000;0.0000;0.0000;-0.0620;0.0849;-0.0345
1.0000;3.5500;355.0000;-0.1007;0.0061;-0.9356;28.4866;-36.3113;20.1260;0.0000;0.0000;0.0000;3.5923;-6.2860;-47.8637;1.0000;0.0000;0.0000;0.0000;-0.0065;-0.0668;-0.0568
1.0000;3.5600;356.0000;-0.1032;0.0715;-0.9746;27.5955;-31.3861;11.1129;0.0000;0.0000;0.0000;3.8581;-6.6064;-47.7726;1.0000;0.0000;0.0000;0.0000;-0.0097;-0.1367;-0.0169
1.0000;3.5700;357.0000;-0.0653;0.0117;-0.9434;23.6696;-37.5884;-1.0216;0.0000;0.0000;0.0000;4.0991;-6.9806;-47.8092;1.0000;0.0000;0.0000;0.0000;-0.0536;-0.0811;-0.0470
1.0000;3.5800;358.0000;-0.0395;-0.1036;-0.8230;19.1354;-45.9974;-4.2851;0.0000;0.0000;0.0000;4.3001;-7.4362;-47.8863;1.0000;0.0000;0.0000;0.0000;-0.0869;0.0304;-0.1662
1.0000;3.5900;359.0000;-0.0639;-0.0925;-0.6465;12.4057;-49.5658;5.0648;0.0000;0.0000;0.0000;4.4224;-7.9343;-47.8734;1.0000;0.0000;0.0000;0.0000;-0.0710;0.0168;-0.3415
1.0000;3.6000;360.0000;-0.1354;0.0220;-0.5221;9.1207;-37.9708;9.0040;0.0000;0.0000;0.0000;4.4957;-8.3267;-47.8093;1.0000;0.0000;0.0000;0.0000;-0.0071;-0.0991;-0.4647
1.0000;3.6100;361.0000;-0.0956;0.0468;-0.5312;9.8001;-18.6730;1.3311;0.0000;0.0000;0.0000;4.5940;-8.5138;-47.8108;1.0000;0.0000;0.0000;0.0000;-0.0515;-0.1253;-0.4548
1.0000;3.6200;362.0000;-0.0001;-0.0583;-0.5314;10.5810;-10.2305;-6.9785;0.0000;0.0000;0.0000;4.7115;-8.6101;-47.8895;1.0000;0.0000;0.0000;0.0000;-0.1490;-0.0221;-0.4541
1.0000;3.6300;363.0000;0.0589;-0.1418;-0.3521;7.5662;-10.8103;-1.5587;0.0000;0.0000;0.0000;4.7909;-8.7166;-47.9143;1.0000;0.0000;0.0000;0.0000;-0.2098;0.0596;-0.6330
1.0000;3.6400;364.0000;0.0441;-0.1041;-0.0408;-0.1178;0.5709;10.6564;0.0000;0.0000;0.0000;4.7733;-8.7198;-47.8064;1.0000;0.0000;0.0000;0.0000;-0.1959;0.0215;-0.9441
1.0000;3.6500;365.0000;-0.2450;0.0881;0.1891;-8.6391;34.5968;23.6737;0.0000;0.0000;0.0000;4.6352;-8.4255;-47.5368;1.0000;0.0000;0.0000;0.0000;0.0961;-0.1690;-1.1747
1.0000;3.6600;366.0000;-0.5956;0.2966;0.0068;-3.7641;92.0227;24.2036;0.0000;0.0000;0.0000;4.5532;-7.5276;-47.2189;1.0000;0.0000;0.0000;0.0000;0.4580;-0.3756;-0.9941
1.0000;3.6700;367.0000;-0.7011;0.4031;-0.6554;3.1705;128.4542;11.3714;0.0000;0.0000;0.0000;4.5585;-6.2561;-47.0019;1.0000;0.0000;0.0000;0.0000;0.5837;-0.4820;-0.3345
1.0000;3.6800;368.0000;-0.5021;0.3024;-1.2974;-8.9390;99.1742;-12.3445;0.0000;0.0000;0.0000;4.4732;-5.2577;-47.0468;1.0000;0.0000;0.0000;0.0000;0.4048;-0.3809;0.3052
1.0000;3.6900;369.0000;-0.1719;0.0630;-1.2568;-39.4835;14.1474;-30.8747;0.0000;0.0000;0.0000;4.1048;-5.0935;-47.3447;1.0000;0.0000;0.0000;0.0000;0.0833;-0.1372;0.2635
1.0000;3.7000;370.0000;0.0732;-0.1811;-0.5536;-65.4192;-50.0245;-29.5464;0.0000;0.0000;0.0000;3.4956;-5.5626;-47.6787;1.0000;0.0000;0.0000;0.0000;-0.1668;0.1164;-0.4399
1.0000;3.7100;371.0000;0.1593;-0.2704;0.1782;-62.1051;-39.3263;-10.4042;0.0000;0.0000;0.0000;2.8872;-5.9493;-47.8053;1.0000;0.0000;0.0000;0.0000;-0.2609;0.2164;-1.1715
1.0000;3.7200;372.0000;0.1072;-0.1513;0.1576;-38.9373;65.0236;17.1761;0.0000;0.0000;0.0000;2.4779;-5.3076;-47.6030;1.0000;0.0000;0.0000;0.0000;-0.2051;0.1059;-1.1517
1.0000;3.7300;373.0000;0.0674;0.0657;-0.3832;-26.4209;136.5954;28.4537;0.0000;0.0000;0.0000;2.1860;-3.9543;-47.2623;1.0000;0.0000;0.0000;0.0000;-0.1459;-0.1056;-0.6129
1.0000;3.7400;374.0000;0.0473;0.1967;-1.0789;-26.8227;157.3806;18.0992;0.0000;0.0000;0.0000;1.9042;-2.3881;-47.0246;1.0000;0.0000;0.0000;0.0000;-0.0991;-0.2318;0.0808
1.0000;3.7500;375.0000;0.0010;0.1350;-1.5336;-35.2466;127.9180;-2.6016;0.0000;0.0000;0.0000;1.5492;-1.1086;-47.0111;1.0000;0.0000;0.0000;0.0000;-0.0282;-0.1645;0.5344
1.0000;3.7600;376.0000;-0.0074;-0.0311;-1.6962;-40.9110;82.6941;-15.2798;0.0000;0.0000;0.0000;1.1415;-0.2783;-47.1442;1.0000;0.0000;0.0000;0.0000;-0.0023;0.0085;0.6965
1.0000;3.7700;377.0000;0.0611;-0.1765;-1.7163;-38.1124;47.9743;-14.2534;0.0000;0.0000;0.0000;0.7605;0.2038;-47.2787;1.0000;0.0000;0.0000;0.0000;-0.0603;0.1609;0.7164
1.0000;3.7800;378.0000;0.1383;-0.2103;-1.7086;-24.1306;29.0061;-4.4462;0.0000;0.0000;0.0000;0.5190;0.4943;-47.3199;1.0000;0.0000;0.0000;0.0000;-0.1315;0.1999;0.7087
1.0000;3.7900;379.0000;0.2297;-0.1822;-1.7905;-6.7035;26.8219;2.4369;0.0000;0.0000;0.0000;0.4522;0.7623;-47.2933;1.0000;0.0000;0.0000;0.0000;-0.2182;0.1742;0.7906
1.0000;3.8000;380.0000;0.3294;-0.1931;-1.9577;10.1134;28.1416;4.2240;0.0000;0.0000;0.0000;0.5553;1.0453;-47.2489;1.0000;0.0000;0.0000;0.0000;-0.3129;0.1844;0.9579
1.0000;3.8100;381.0000;0.3154;-0.2077;-2.1042;22.4446;19.3097;8.5363;0.0000;0.0000;0.0000;0.7815;1.2374;-47.1613;1.0000;0.0000;0.0000;0.0000;-0.2948;0.1956;1.1045
1.0000;3.8200;382.0000;0.2037;-0.1574;-2.1633;27.6199;0.3169;13.5863;0.0000;0.0000;0.0000;1.0607;1.2384;-47.0255;1.0000;0.0000;0.0000;0.0000;-0.1818;0.1409;1.1637
1.0000;3.8300;383.0000;0.1292;-0.1106;-2.1109;32.5469;-22.4542;14.7449;0.0000;0.0000;0.0000;1.3890;1.0108;-46.8829;1.0000;0.0000;0.0000;0.0000;-0.1098;0.0886;1.1114
1.0000;3.8400;384.0000;0.0307;-0.0842;-1.9644;38.0091;-42.1048;16.3538;0.0000;0.0000;0.0000;1.7712;0.5854;-46.7311;1.0000;0.0000;0.0000;0.0000;-0.0175;0.0559;0.9649
1.0000;3.8500;385.0000;-0.0226;-0.0423;-1.8190;46.7250;-54.8507;16.6218;0.0000;0.0000;0.0000;2.2389;0.0311;-46.5840;1.0000;0.0000;0.0000;0.0000;0.0270;0.0064;0.8197
1.0000;3.8600;386.0000;-0.0388;-0.0432;-1.7122;54.1000;-67.9939;14.9242;0.0000;0.0000;0.0000;2.7792;-0.6547;-46.4648;1.0000;0.0000;0.0000;0.0000;0.0321;-0.0017;0.7132
1.0000;3.8700;387.0000;-0.0131;-0.0847;-1.5701;53.2173;-89.0466;18.0291;0.0000;0.0000;0.0000;3.3088;-1.5536;-46.3323;1.0000;0.0000;0.0000;0.0000;-0.0078;0.0303;0.5718
1.0000;3.8800;388.0000;-0.0016;0.0242;-1.1839;44.3494;-115.8773;26.3259;0.0000;0.0000;0.0000;3.7452;-2.7264;-46.1409;1.0000;0.0000;0.0000;0.0000;-0.0381;-0.0867;0.1866
1.0000;3.8900;389.0000;0.0129;0.1483;-0.7373;29.2652;-131.4234;22.1800;0.0000;0.0000;0.0000;4.0302;-4.0526;-46.0086;1.0000;0.0000;0.0000;0.0000;-0.0750;-0.2166;-0.2584
1.0000;3.9000;390.0000;0.0114;0.1209;-0.3836;21.5875;-122.6688;11.3527;0.0000;0.0000;0.0000;4.2363;-5.2831;-45.9806;1.0000;0.0000;0.0000;0.0000;-0.0957;-0.1933;-0.6102
1.0000;3.9100;391.0000;-0.0011;0.0182;-0.1213;20.8229;-95.4899;3.7204;0.0000;0.0000;0.0000;4.4481;-6.2381;-46.0159;1.0000;0.0000;0.0000;0.0000;-0.1019;-0.0940;-0.8705
1.0000;3.9200;392.0000;-0.0385;-0.0430;0.0053;22.4032;-60.3748;5.3050;0.0000;0.0000;0.0000;4.6715;-6.8442;-46.0109;1.0000;0.0000;0.0000;0.0000;-0.0772;-0.0364;-0.9954
1.0000;3.9300;393.0000;-0.1413;-0.0012;0.0431;19.6641;-30.2049;14.3912;0.0000;0.0000;0.0000;4.8535;-7.1572;-45.8916;1.0000;0.0000;0.0000;0.0000;0.0185;-0.0817;-1.0321
